"","date","headline","id","text","source"
"1",2025-05-01,"""Between the Storms"" chronicles a biologist's adventures on St. John",1,"Biologist, cartographer and builder Barry Devine has published a memoir, ""Between the Storms,"" chronicling his adventures on St  John 
""It really a story about finding, and loving, and leaving paradise over 30 years,"" Devine said of the memoir, which was self-published in early 2024 
As he got older, Devine realized he had questions about his parents' lives that were left unanswered 
""I didn't know what their dreams were, what their successes were, those were a mystery to me,"" he said 
With this in mind, he was inspired to write a memoir to provide answers to some of those questions for his own daughter and his 18-year-old grandson 
""I think I've had a remarkable life for an ordinary person, and I thought it might benefit them in some small way,"" he said 
Devine was born in Queens, New York, and grew up in Long Island  From a young age he found he was drawn to the ocean and the natural world 
He would go on to study botany and marine biology and earned a master degree in botany from the University of Rhode Island 
Devine first visited St  John for a family camping trip in 1986  Years later, in 1994 he would buy property in Coral Bay with a few friends 
In the memoir, Devine shares stories of developing the property, starting with a small wooden pad for a tent, and working all the way up to building Agave Cottage 
At 46-years-old, Devine decided to pursue a PhD in biological sciences at the University of Rhode Island 
By happenstance, while Devine was working on revisions for his thesis, he came across a job opportunity at the University of the Virgin Islands as a chief scientist with the Conservation Data Center 
""I had to go back and finish my thesis and start the job six months later,"" he said 
In September 1999 Devine relocated to St  John full time and started working on developing Geographic Informational Systems (GIS) maps 
""We made 15 large scale maps for each island, showing all the different vegetation, marine communities, and a comprehensive overlay of all of the information, both physical and biological,"" Devine explained 
His memoir also features some of these maps, along with aerial views of the island and personal photos of his time on St  John 
For his work, he was charged with swimming, diving, and hiking all over the islands to study the environment 
""I was allowed to see things that were remarkable to me,"" Devine said 
The GIS maps would go on to be the basis of his first book, ""Island Peak to Coral Reef,"" a field guide to the plant and marine communities of the Virgin Islands  It was co-authored by Toni Thomas 
""We had these wonderful maps but they weren't being used really well,"" Devine said, and the field guide made them more accessible to the public 
Devine would go on to publish two more nonfiction books and two fictional work 
Published in 2016, ""Escape to St  John: The Last Jewel"" is a novel by Devine, a satirical fiction inspired by the Summer End mega-yacht marina proposed for Coral Bay 
Devine currently lives in Rhode Island, leaving St  John shortly before hurricanes Irma and Maria hit in 2017 
In the memoir he shares his experience returning to the island after the storms dramatically changed the landscape 
He started working on ""Between the Storms"" in 2021, and recalled significant experiences throughout his life 
""I began writing each one of those as short stories, it a little easier than a novel, each story is unto itself,"" he said 
In the book, Devine speaks of the richness of the reefs and the forests alongside the kindness and resourcefulness of the community 
Over the years he also witnessed the threats and challenges the island faces, from climate change to an increase in tourism 
""On St  John you have 6,000 people on a small island and a million people coming to visit  Their waste and recycling and cars and the use of the resources, that an enormous strain on a very fragile place,"" Devine said 
""Between the Storms"" is available for purchase on Amazon and copies signed by the author are available by emailing bdevine3485@gmail com
(c) 2025 The Virgin Islands Daily News (St  Thomas, VIR)  Visit www virginislandsdailynews com  Distributed by Tribune Content Agency, LLC ","The Virgin Islands Daily News, St. Thomas"
"2",2021-05-23,"""China proved it will be a key ally for Argentina's recovery""",2,"Argentine Ambassador to China Sabino Vaca Narvaja said: ""China has proven to be a key ally in Argentina recovery after the pandemic crisis "" But he is convinced that the bilateral relationship can give much more for a central reason: ""great opportunities have been opened for China to accept Argentine products and services with the incorporation of greater technological content and added value,"" he said 
Vaca Narvaja, a strategic ally of Cristina Kirchner in Beijing, carries out an ambitious agenda aimed at deepening what is called the comprehensive strategic alliance between China and Argentina  That is why he stressed that our country ""must become more than just a commodity exporter, because it has enormous capabilities to achieve it  We need to export more value-added products and technological integration to China, which requires coupling between the two economies, using the great financial and technological capacity of the eastern partner ""
It does not seem like a simple task what Vaca Narvaja proposed, although it proposes a concrete plan for this  ""We must attract investment from major Chinese entrepreneurs by focusing that investment on the infrastructure and production of manufactured goods ""
Throughout an extensive interview with El Cronista, the Argentine ambassador spoke of the energy projects underway, the ambitious swine farm development plan, the deployment of China 5G technology, and the ""necessary balance of government to build a simultaneous relationship with China and the United States without making greater concessions to one over the other "" It what he calls no spins: ""a smart relationship "" That is, Argentina has an autonomous look at ""taking some distance from the conflict between these two countries"" 
-What are the priority issues on the bilateral agenda of China and Argentina?
-There are several projects that are being resumed, which were initiated in the last term of Cristina Fern'andez and were then paralyzed by the subsequent management of government  The relaunch of these projects is being explored while evaluating the development of new plans with a federal perspective  These projects are being incorporated into the Integrated Five-Year Plan that exists between the two countries, through coordination work between all ministries and the Secretary of Strategic Affairs  For example, the Energy Secretariat, ENARGAS and YPF are working on the Vaca Muerta-Brazil pipeline project in which Chinese companies in the sector are interested in investing  The project is a true binational work that seeks not only to access new markets to export the sale-gas potential of the Neuquina basin to the industrial south of Brazil, but also seeks to optimize the Argentine transport system 
In this way, we would be taking advantage of the surpluses linked to Argentine seasonal use whose consumption peaks between the months of May and September  Moreover, the Ministry of Public Works is concentrated in various projects related to the construction of aqueducts, road corridors, water treatment plants, etc  Bio-oceanic corridors are also being developed in the north, central and south of the country due to their importance in terms of improving connectivity across the Pacific Basin  This will allow our regional economies to be boosted by reducing sea freight days (estimated to be between 15 and 20 days less), while expanding cargo capacity as Chile has deep-sea ports 
In addition, there are some rail initiatives which were recently announced by the ministry  In particular, work is under way on the reactivation and rehabilitation of the main cargo railways connecting the northwest, west and south of Argentina with the port region of the east  The expansion of the Belgrano Cargas, San Martin Cargas and the Norpatag'onico corridor railways is also evaluated  On the other hand, the extension and reactivation of the Belgrano Norte of passengers, the incorporation of rolling stock in the Belgrano Sur, Sarmiento and Tren passenger trains of the Costa of the Mitre line connecting CABA with the south, west and north of the province of Buenos Aires, is being studied 
At the same time, the Ministry of Housing is working on an ambitious housing construction plan for which we are studying financing alternatives through various Chinese investment groups, with the intention of financing the installation of modular construction plants in key regions of our country 
On the other hand, Argentina has enormous potential in mining matters  If we pay attention to countries such as Peru, Brazil and Chile we can see that their trade balance with China is positive, which is basically explained by the export of minerals and their derivatives  If Argentina, in addition to exporting minerals, adds value to it - for example, by installing lithium battery or electric vehicle factories - we would be industrializing our minerals and advancing strategic development 
Our country has some of the largest lithium reserves and an installed capacity at the automotive level that could quickly be converted to that end  For this reason, the Argentine government - through the Ministry of Productive Development - took on an electromobility challenge and seeks to generate incentives to develop the sector 
The Argentine Embassy in China, in line with the government agenda, is developing a federal plan to directly link, at the subnational level, the Chinese provinces with their Argentine counterparts based on productive profiles and complementation between the parties  To meet the proposed objective, we are working in coordination with the Chancellery, the Ministry of the Interior and the Federal Investment Council (IFC) 
We have made progress in creating one project bank by province and another of exportable supply to further expand markets and boost existing ones  Inter-province twinning - which has a successful precedent in the cooperation that took place in the early months of the current pandemic through the numerous Chinese donations received by Argentine provinces - is moving to another level  The importance of Chinese provinces lies in their scale, they have the dimensions of one or two countries in our region and have their own financial systems and very powerful companies 
Henan, for example, is a province where the agricultural sector predominates; it has a population of 120 million and has the same GDP as Argentina; Shandong, with a mining profile, has 100 million inhabitants and has a GDP similar to the previous one; Jianzu, on the other hand, is oriented to technological activity, has a population of 80 million and its GDP is three times ours; Etc  In all cases, they are clear examples of the potential for rapprochement between The Chinese provinces and ours 
-Is it possible for China to become a key ally in the post-pandemic to help Argentina economically?
-Argentina is one of the countries in the region that has received the most Chinese investment  About 40% of China investment in Latin America and the Caribbean came to our country  The key is that investments from China - as well as any other foreign source - are oriented to drive our main development vectors 
Argentina needs investment in infrastructure in order to grow in sectors such as energy, either because that financing is directed towards energy generation or transmission, or because it is aimed at promoting projects powered by nuclear, wind, photovoltaic or hydroelectric power, as well as the exploration of hydrocarbons, pipelines, etc  The same is the case with regard to the reform and improvement of logistics in railways, bridges, tunnels, road developments, dredging, improvement in port capacity, etc 
The renewal of the second tranche of the $8 5 billion coin swap is a central issue where China has proven to be a key ally in Argentina post-pandemic crisis  Let us remember that the agreement with the Central Bank of China was achieved on a par with the renegotiation that the current economic team was carrying out with the IMF because of the huge debt incurred by the previous government  The central problem is that the validity of the second tranche had been tied to the stand-by agreement with the Fund, so that in addition to leaving us unsustainable debt they were twice irresponsible in locking the currency swap into an agreement they failed to comply with, forcing our current president direct intervention with his Chinese counterpart to save the situation 
Financially, the Argentine Bank of the Nation recently sealed a historic agreement with china first reinsurer to formally enterArgentina, the China Reinsurance Company Limited (PICC), which will reduce the costs of local insurance services by generating alternative offers to European or US companies that until now were the only ones on the market 
Going to another aspect of the relationship, one point that we must continue to delve into is that linked to technological exchange and transfer in key sectors such as biotechnology, nanotechnology, digital IT services, the area of software and any other activity linked to knowledge economies  Argentina has a good-level scientific-technical capital and companies in the sector that have great prestige such as ARSAT, CONAE, INTI, INTA, CONICET, etc  All of these have ties to Chinese counterparts and are further deepening the relationship  An example of Sino-Argentine cooperation in the scientific-technical field is related to the Chinese Aerospace program  CONAE signed with the China Satellite Launch and Control Agency (CLTC) a cooperation agreement - in force since 2012 - that resulted in the installation of the Space Base for Deep Space (first built outside Chinese territory) in Neuqu'en province  It is a base similar to that built by the European Union in Malargoe, Mendoza 
With President Xi, China placed scientific-technical development at the heart of its governance plan  For some years China has been achieving real scientific achievements such as being the first power to moon a probe on the hidden side of the moon and has recently been the third country to get lunar samples  It has also managed to develop the technology that allowed it to break records in the exploration of the seabed, reaching almost 11 thousand meters deep at the bottom of the Mariana pit 
China completed its own BEIDOU satellite navigation system, making it the third country in the world to have an independent global satellite navigation system  In addition to these achievements, he is also leading the field of Communication Technologies such as 5G, has shown great advances in Artificial Intelligence, data center development and cloud computing, to name a few other examples  These achievements have an even greater dimension when we see that these developments have been made in order to achieve the prosperity of the Chinese population  Last year China met the goal of eradicating structural poverty, 10 years before the United Nations sustainable development target set for 2030 
-Is there a chance that the project to build the nuclear power plant that China wants to develop in Argentina will advance?
-Yes, efforts to move forward with the IV Nuclear Power Plant project are ahead of schedule  The plant will feature Hualong technology, one of the most advanced in the world  This work will allow our country to continue diversifying the power generation matrix and generate nearly 7,000 direct jobs  In addition, it consolidates Argentina as a reference player in the nuclear region, continuing with strategic guidelines in this sector  On the other hand, in the future, it will allow us to explore joint projects with China including the export of nuclear goods and services  Argentina has great capabilities in this area, as well as a network of agencies and companies such as NASA, CNA, CONUAR,
IMPSA, INVAP, NUCLEARIS that have extensive experience in the international market and are mature enough to compete in markets such as Chinese 
-How can Argentina advance its strategic alliance with China without harming relations with the United States?
-The United States has always interpreted the region as its ""backyard,"" so China growing presence is seen as a threat  In this sense, american scholar K  Gallagher argued at some point that, in order to successfully conduct himself, Latin America had to build a simultaneous relationship with China and the United States without making greater concessions to one over the other  What we could say, a smart relationship  Argentina must hold an autonomous view and take some distance from the conflict between these two countries  Both countries are strategic partners for Argentina, for various reasons, so we must adopt a mature relationship and strengthen mutual ties with the United States and in parallel deepen cooperation with China  Some countries in the region that have very good ties with the United States, however, have made more progress than our country in the bilateral relationship with China, such as Chile, which was the first country in the region to join the Silk Road initiative 
The link between Argentina and China is at a great moment as can be perceived through the economic relationship  But it is also reflected in other areas such as international cooperation - aid received in the first few months of the start of the current health crisis or now on the subject of vaccines is invaluable - culture, politics, etc  There is a synergy in many respects based on a framework of good understanding and mutual trust, and the pursuit of mutual benefit between the parties 
Alberto Fern'andez government has a shared vision with China on major international issues, so we have opened up a channel of cooperation and dialogue to work together to strengthen a fairer and more legitimate global order  This has led us to promote various common actions and strategies in the international sphere, and this understanding has also resulted in mutual support for both countries to come out of their sovereign claims 
At the economic level, great opportunities have been opened for China to accept Argentine products and services with the incorporation of greater technological content and added value, something we actively work on from this diplomatic representation  Argentina must become more than just a commodity exporter because it has enormous capabilities to achieve this  We need to export more value-added products and technological integration to China, which requires coupling between the two economies, using the great financial and technological capacity of the eastern partner  To do this, we must attract investment from major Chinese entrepreneurs by focusing that investment on the infrastructure and production of manufactured goods 
Going back to the initial question, our analysis doesn't have to be based on one or the other  Our approach has to be focused on the well-being of the population of our country and that implies an intelligent relationship with the two main players of the international board, as well as with other major powers such as Russia, Germany, Spain, France, etc 
-Why should Argentina not accept china proposed 5G technology as it questions its eventual use for espionage?
-I will be assertive and instead argue why Argentina should accept china proposed 5G technology  First, because China is a global and innovative power  This has allowed it to reduce technological dependence in particular in some industries defined as strategic such as renewable energy, communication technologies and biotechnology, among others  In just three decades Shenzhen - the current seat of tech giant Huawei - went from being a fishing village to becoming the country technology capital  The deployment of 5G positions China at the forefront of global technological leadership while giving it a place of supremacy within the global geopolitical board 
The usefulness of 5G is increasingly seen in more scopes and applications  Secondly, in China 5G technology is already a reality and not just a promise: it is being used in buildings, homes and smart cities, but also in 3D video, work and cloud games, remote surgery, virtual and augmented reality, and massive machine-to-machine communications for the automotive industry and driverless vehicles Etc  On the other hand, one fact that we cannot ignore is that this type of technology showed enormous efficiency in the fight against covid-19 
On the other hand, cooperation between Argentina and China to bring 5G should not be a stumbling block  Take, for example, the initiative being carried out by China and Chile for the construction of the Humboldt submarine cable that Chinese and Chilean entrepreneurs are part of (and which ARSAT will participate in)  The launch of the project did not generate any resentment of the diplomatic channel between Chile and the United States 
In another order of things, recently, through ENACOM, the national government expressed its full support for the telecommunications transformation process by initiating targeted tests using the new 5G technology involving companiesEricsson, Huawei and Nokia, with the aim of beginning to reduce the digital divide following the express mandate of President Fern'andez  The march towards 5G is a one-way path, if we do not adopt technology we will be marginalized on the world periphery 
-What level of progress is the Chinese swine farm development project in Argentina?
-Based on the pig protein deficiency that exists in the Asian market and in Chinese, in particular as a result of African swine fever (PPA) our country government identified opportunities in the export of swine meat to that destination  Not only China, I hope to be angry, but the entire East Asian region  I want to clarify this point as it is usually said to be a Chinese project for exporting mega-bars 
From the initial diagnosis, work began on designing a strategic plan that includes incentives for the sector and a specific credit plan  This Embassy is working, together with the ministries of Agriculture, Productive Development and Chancellery to show investment opportunities in the sector to potential Chinese investors, investments that should allow us to expand the productive capacity of pork in the country 
Argentine exports of meat products, in particular beef, are very well regarded on the Chinese market  In recent years we have had a great growth in beef exports, becoming the second supplier of that market after Brazil and having displaced Australia from that seat 
China is a great consumer of pork  Because of the PPA, China has a deficit to cover 8 to 12 million tons of pork  Its two main suppliers, Spain and Germany, are affected by the same disease  Our region is free of both PPA and classical swine fever (CFP) and pig reproductive respiratory syndrome (PRRS)  On the other hand, we have world-class health standards 
We have a lot of potential to develop the sector safely and sustainably  As an example, Germany - with the size of our province of Buenos Aires - produces 15 times as much pork as our country  On the other hand, increased swine production would improve our export matrix as we would be adding greater added value to exports  Let think we're selling corn and soybean pellets to Germany and Chile today and then exporting pigs to China  In addition, we could reduce our trade deficit, not only because of growth in the value of exports but because we do not need to import agricultural products to develop the activity since the food for fattening is our country  In addition, pork has a shorter reproductive cycle, which would reduce the timeframes for foreign exchange income 
On the other hand, you can't get stuck long once you've been in the face  Pig farms have a high technological level, could generate energy from waste and supply different urban centers  To address the issue, the government set up an interministerial working table with the ministries of Agriculture, Chancellery, Production and environment to implement a comprehensive federal plan to promote the sector  Similarly, consideration is being made at the country location of new plants and the expansion of existing ones, with a federal perspective that includes small producers and contributes to regional economies 
-Is there any chance that China will achieve investment development in the energy area?
-Argentina and China work on different investment projects in the energy area, in which significant progress has been made  As I mentioned, we are working to assemble the IV Nuclear Power Plant  There is also Chinese interest in the Vaca Muerta-Brazil pipeline project we talked about earlier  Other initiatives are also underway, such as construction works at Santa Cruz hydroelectric plants (major such investment in the region)  And also a series of ongoing projects linked to renewable energy, such as wind and solar farms distributed throughout the country, which we analyze to expand them 
On the other hand, there was contact with Chinese entrepreneurs for the expansion of the AMBA electricity grid, which seeks to extend the 500 kV networks in order to provide a convenient supply in the area of greater Buenos Aires  Another investment project we are working on is the one that seeks to rehabilitate the Futaleuf'u-Puerto Madryn high voltage line that supplies the Aluar aluminum plant  Another current initiative is the installation of the Manuel Belgrano II Thermal Power Plant in Campana, which would provide the electrical system with a power of 810 MW  As you can see, there are several energy projects to varying degrees of implementation with the Chinese partner 
-Do you consider that china and Argentina strategic alliance can be deployed in the rest of Latin America?
-We can say this without fear of doubt  China has a complementary economy with most countries in the region  Over the past 10 years, China presence in the region has grown to the point of becoming the first or second trading partner for most Latin American countries  China direct investment in the region also grew exponentially  Moreover, China is actively involved in various regional for a such as CELAC 
China needs to ensure the food security of a population close to 1 4 billion and Latin America has become a reliable food supplier to that market  It also provides you with key minerals to underpin your technological development, in sectors such as batteries or computing  That is why it is essential for the countries of our region to take a continental view for the relationship with China, taking into account its magnitude 
One issue where countries in the area can coordinate regionally, thinking of a post-pandemic scenario, is tourism 
Chinese tourism grew enormously, and tourists from that country are listed as the ones who spend the most on average per day in the world  The Chinese tourist usually chooses ""nature"" destinations  For example, in our country the preferred destinations are waterfalls, Patagonia and Antarctica  When traveling to our region, the Chinese traveler purchases packages that include other destinations in Latin America  That is why it is essential to articulate a continental strategy that offers itineraries that include the main points of tourist interest at the regional level  The Ministry of Tourism is developing a comprehensive plan based on the opening of new air routes, and is studying with Chancellery how to expedite visas for tourism and promotion through Chinese social networks  Agreements have been sealed with the Chinese digital tourism platform CTrip, one of the largest in the world with 400 million users  CTrip made a work plan with Peru, managing to quintupling tourism from China in just three years 
Another niche with a lot of potential is that of the cultural industries  China ranks first globally in television series production and is advancing rapidly in film production at an average of more than 1000 films per year  It became the second film market in the world and the first in number of film screens 
Something similar happens with the book industry, where China holds the top spot worldwide  On the other hand, any insertion strategy in China cannot set aside digital platforms: the Asian giant has 900 million internet users, 60% of whom are between the age of 20 and 49  At least until before the pandemic, an average of 6 hours a day went online, which will surely have multiplied in the current scenario 
China has a high consumption of foreign cultural products, an advantage associated with having an audience that has a high purchasing power  This makes it feasible to export cultural goods  In this sense, the Ministry of Culture of Nation is articulating strategies to work on a Latin American regional identity for the Chinese market  As a sign of China interest in cultural matters, last year our parliament unanimously voted on the creation of the Chinese House of Culture which will be central to deepening cultural ties  On the other hand, the region and particularly Argentina have a lot of potential in creative matters, both in the field of design and the audiovisual industry 
-What is China position at the economic level following the pandemic and to what extent will it be able to help Argentina?
-In the last Five-Year Plan (2021-2025), China outlined a new economic model to which it has been called a ""double circulation"" or also ""dual economy"" strategy, which has as its pillar thedevelopment based on the domestic market and oriented to the mutual promotion of the domestic and international market  China seeks to reduce the role of international trade in its economy and strengthens its domestic market for that  But this does not in any way mean that China economy is going to completely decouple from the world  Rather, it amounts to ""coverage integration,"" as economist A  Garc'ia-Herrero recently pointed out, to protect the economy from external volatility while benefiting from foreign markets from exports  It should be interpreted as a dual open, dual-circulation economy involving both local and foreign markets 
So as it seeks to strengthen the domestic market, China seeks to boost global and regional trade  On the one hand, through the New Silk Road and on the other, through its natural complement to the Asia-Pacific region, the newly created Regional Integral Economic Partnership (RCEP)  The RCEP, agreed on 15 November - along with the ten members of the Association of Southeast Asian Nations (ASEAN), Japan, South Korea, New Zealand and Australia - is the largest multilateral global free trade agreement, a megatreated one that has been defined by China ruling elite as a victory for multilateralism 
However, the tension relationship with one of the partners within the Association - particularly Australia - opens a window of opportunity to form an alliance with China for export that certain products of our wet Pampa such as barley 
On the other hand, Argentina has abundant natural, tourist and human resources to offer China and the Chinese market is huge  This leads to economic complementarity between the two countries  In the last edition of the International Import Exhibition of China (CIIE), Argentina covered the first place among Latin American countries in terms of the number of participating companies and the area of their pavilion, as well as Argentine products excelled for their high quality, demonstrating the potential of economic cooperation and bilateral trade 
-Do you think that trade agreements between the two countries can be strengthened from now on and in what areas?
-China is our main financier through the active presence of banks such as ICBC, CBD, EximBank, Bank of China  Recently, Argentina officially joined the Asian Infrastructure Investment Bank (BAII), an entity that provides financing to countries, provinces and companies for infrastructure projects through various means, mainly loans, but also capital investments and guarantees  In addition, China is our main investor in railway works such as the Belgrano Cargas, the Roca Railway, the Santa Cruz dams, the photovoltaic and wind farms, etc 
Today, China is our second trading partner  In trade it was about $16 billion in 2019, with a trade deficit fluctuating between $5 million and $6 billion  Last year, still in the pandemic, for four consecutive months China became our first trading partner to outpercuating Brazil  The trade deficit is the product of us centrally exporting agricultural products concentrated primarily in soybeans and beef and importing manufactured products  That why the commercial challenge is to gain added value in our exports 
There is also great potential in the field of e-commerce that we must exploit  E-commerce is very strong in China  There are currently 900 million active cell phones and very popular buying apps such as Taobao and JD, each with 700 and 690 million users, respectively  In 2020 this sector accounted for revenues totaling $42 billion, 10% of Argentine GDP  Today, the median sectors in China represent about 400 million people who are increasing their consumption levels and incorporating new products  Argentina is working to develop an ""Argentine National Pavilion"" that concentrates a catalog of Argentine products with an active presence in these trading platforms to boost our sales and expand new markets 
-Is there a possibility of a meeting between the presidents?
-There is a lot of empathy between the two presidents and a state visit is going to be essential to concrete several of the projects that most ministries in both countries have been working on  China has a very positive image of the current president, because it was part of the historical process that deepened relations with the Eastern partner, I mean the governments of Nestor and Cristina Kirchner  In 2004, being Alberto Fern'andez prime minister, the bilateral relationship was elevated to Strategic Partnership  Subsequently, in 2014, the link moved to another phase when the Comprehensive Strategic Partnership was signed 
On the other hand, the Chinese government thanks our country for the support and solidarity provided at the beginning of the pandemic  These are gestures that enhance the relationship  After the first personal letter the Argentine representative sent to the Chinese president, there were several more exchanges in which the central theme was cooperation in the context of the global health crisis 
President Xi praised the strategy developed by the Argentine government, which put the lives and health of its citizens at the center of management, just as they did  As you all know, this affinity materialized in unprecedented cooperation, which was key to maintaining the robustness of Argentina health system  Right now, all this synergy is focused on the provision of vaccines  To this day, we have obtained four million doses that have already been delivered by the state-owned company Sinopharm and we are working to acquire as many more, as well as to achieve local vaccine production through an agreement with the aforementioned firm 
Returning to the initial question, President Xi on several occasions invited the Argentine president to make a state visit to China  The meeting is being coordinated for when the current pandemic permits, which will only be possible once appropriate protocols have been defined and there is no health risk ","CE Noticias Financieras English"
"3",2021-03-09,"""Eyes of Texas"" report finds the song was written in a ""racist setting,"" but is not ""overtly racist"" - The Daily Texan",3,"Presley Glotfelty
Samantha Greyson and Skye Seipp March 9, 2021
Lauren Girgis, Hannah Williford and Brooke Ontiveros contributed to reporting 
""The Eyes of Texas"" was written in a ""racist setting,"" but the song was intended to ""parody"" the current UT president at the time, according to a 59-page report released Tuesday by ""The Eyes of Texas"" History Committee 
""The research leads us to surmise that intent of 'The Eyes of Texas' was not overtly racist,"" the report said  ""However, it is similarly clear that the cultural milieu that produced it was  And the fact that the song was, for decades, sung and revered on a segregated campus has, understandably, blurred the lines between intent and historical and contemporary impact ""
The report featured a history of the song since its creation and how it has been used since 
UT President Jay Hartzell created the committee last semester due to calls from students to remove the song in wake of the police killing of George Floyd and nationwide Black Lives Matter protests  Hartzell said on July 13 the song would remain 
The 25-person committee was headed by Richard Reddick, associate dean for equity, community engagement and outreach for the College of Education  The committee was tasked with four charges: to document the origin of the song and the writers' intent; the history of UT use of the song; the history of the UT community and broader use of the song and recommendations on how to ""memorialize"" the song history 
""The thing that makes it possible to move forward is the fact that the song is constantly going under interpretation, and revision and revisiting by new constituents, new students, new issues, new concerns,"" Reddick said during a press conference  ""You can still look at the information and say, this doesn't sit well with me, and we respect that ""
The report said there was no evidence the phrase ""the eyes of Texas are upon you"" came from Robert E  Lee  According to the UT System website, it was initially believed Lee ended his speeches at Washington and Lee University with the phrase ""the eyes of the South are upon you"" and this is where later UT President William Prather coined the phrase, since Prather attended Washington and Lee University when Lee was its president 
""That how a lot of times these things happen, there a secondary source that sounds compelling, but as one of my colleagues on the committee said, 'historians are professional skeptics,'"" Reddick said in a press conference  ""That might have happened, but we're not sure ""
However, the report said the phrase came from another Confederate general in a conversation with Lee  Prather was quoted in a speech on Nov  15, 1900, to incoming medical students telling the story and then using it to say ""the eyes of Texas are upon you ""
Lyrics for the song were written by John Lang Sinclair at the urging of Lewis Johnson, and the phrase was meant to parody Prather saying, the report said 
""The committee found no evidence the lyrics were intended to show nostalgia for slavery and instead, found facts that supported the song message of accountability,"" the report said, referring to the idea that students should conduct themselves respectfully, because their actions directly affected how legislators and media viewed the University 
The song debuted at a minstrel show on May 12, 1903, for a track fundraiser  The report said the committee is ""uncomfortable with this aspect of its history "" However, Reddick said they found no photographic evidence of the song being used with blackface  Minstrel shows were a form of racist entertainment popularized in the early 19th century, the shows commonly used blackface in racist skits and performances 
""The Eyes of Texas"" is set to the tune of ""I've Been Working on the Railroad,"" which also has a contested past with connection to minstrel shows  The report said the tune origin is ""unclear ""
""It undeniable that the environment, the circumstances, Jim Crow-postbellum Texas     were inherently racist,"" Reddick said  ""The absence of Black people and people of color generally in the centrality of campus life was problematic  That a fact ""
The committee made 40 recommendations, including for the University to reinforce that the song will remain and ""address the negativity of the song up front and then go about educating people on the historical context "" Other suggestions included educating the UT community about the song history through various means, including a video on the song history before sports games, allowing students to choose whether they will sing it and assigning the actions of the committee to someone with oversight and financial authority 
""One of the unanimous agreements lies in our committee deep belief in the University and our continued hope for demonstrated progress on social issues that affect our country, University and world,"" the report said  ""We love this University and hope that our work is a catalyst for important change and yet another proof point of what starts here changes the world  The eyes of our University, our state and our country are watching our collective actions ""
University officials told football players they had to stay on the field during the song to appease donors, according to the Texas Tribune 
Hartzell said in an email on the report release UT next step is to begin teaching the history of the song  Hartzell highlighted three of the 40 recommendations in his email, including building mentoring services with alumni, creating historical exhibits and teaching modules and creating a scholarship for a more diverse Longhorn Band through Texas Exes  Currently, the Longhorn Band has 12 Black members out of approximately 400 total members, according to previous Texan reporting 
Reddick said he met with student-athletes Monday morning to discuss the report and its findings  Most University sports teams were present at the meeting, which was hosted at the Frank C  Erwin Center, Reddick said 
""The conversation was about what next,"" Reddick said  ""The reality is, the community now has a chance to be engaged in those ideas     it about building community with respect, with understanding that people have different understandings and different life experiences that may shape how they feel about the song, but being involved in that conversation, to me, is critical ""
Hartzell said the history of the song is complicated, much like the history of the University, Texas and the United States  He said he chose to keep the song because embracing history means embracing both ""tragedy and triumphs ""
""Another aspect of my decision leans on the concept of free speech,"" Hartzell said  ""For this reason, let me be very clear: As always, no one is or will be required to sing 'The Eyes of Texas '""
In a press conference, Reddick said Hartzell statement also applied to student-athletes 
Our Latest Issues
1/24/25
DT 1/21/25
DT 01/17/25
Trending Stories
Abilene Embraces Tech Revolution with new AI Data Center
Department of Justice sues West Campus property management company for rent-fixing scheme
5 films to watch in honor of Dr  Martin Luther King Jr  Day
Content creator, acting student Natalie Tran uses attention from viral satire to facilitate professional success
UT President Jay Hartzell to step down from role in May, lead Southern Methodist University 
LISTEN IN
Classifieds
Gated Spacious 2-Bedroom 2-Bath Condo by UT - $1,695January 17, 2025Your classified listing could be here!October 4, 2022","The Daily Texan: University of Texas - Austin"
